"id_sscc","Periodo","Edad_media_de_la_población","Porcentaje_de_población_menor_de_18_años","Porcentaje_de_población_de_65_y_más_años","Tamaño_medio_del_hogar","Porcentaje_de_hogares_unipersonales","Población","Porcentaje_de_población_española","Índice_de_Gini","Distribución_de_la_renta_P80/P20","Renta_neta_media_por_persona_","Renta_neta_media_por_hogar","Media_de_la_renta_por_unidad_de_consumo","Mediana_de_la_renta_por_unidad_de_consumo","Renta_bruta_media_por_persona","Renta_bruta_media_por_hogar","tipo_eleccion","anyo_proceso","mes_proceso","id_ca","n_censo_ine","n_escrutinio_censo","n_escrutinio_censo_extr","n_votantes_censo_extr","n_partici_primer_av","n_partici_segund_av","n_vot_blanco","n_vot_nulos","PSOE","PP","Cs","ERC","VOX","JUNTS","PNV","PODEMOS_IU","EH_Bildu","BNG","CUP","N_VOTOS","P_PSOE","P_PP","P_Cs","P_ERC","P_VOX","P_JUNTS","P_PODEMOS_IU","P_CUP"
"0801905092",2019,43.6,16.6,21.3,2.6,28.5,1566,87.1,40.5,3.1,29443,78698,46944,33250,43771,116997,2,2019,11,9,1168,1168,0,0,482,698,10,4,99,147,55,156,58,203,0,78,0,0,62,858,0.115384615384615,0.171328671328671,0.0641025641025641,0.181818181818182,0.0675990675990676,0.236596736596737,0.0909090909090909,0.0722610722610723
"0801905093",2019,44.3,16.7,22.6,2.26,38,1124,87.1,37.2,2.9,25239,58065,37168,30450,34277,78860,2,2019,11,9,821,821,0,0,374,530,4,3,89,137,45,128,50,125,0,42,0,0,25,641,0.138845553822153,0.213728549141966,0.0702028081123245,0.199687987519501,0.078003120124805,0.195007800312012,0.0655226209048362,0.0390015600624025
"0801905094",2019,43.2,19.2,22.1,2.55,29.4,2758,88.1,35.6,3,25245,65145,39015,32550,35361,91249,2,2019,11,9,1968,1968,0,0,811,1286,9,4,232,266,104,323,137,315,0,123,0,0,51,1551,0.149580915538362,0.17150225660864,0.0670535138620245,0.208252740167634,0.0883301096067054,0.203094777562863,0.0793036750483559,0.0328820116054159
"0801905095",2019,43.4,18.3,22.5,2.41,32.5,1692,84.2,34.4,3.2,20281,49314,29832,25550,26357,64089,2,2019,11,9,1161,1161,0,0,464,726,12,6,127,100,33,202,66,179,0,76,0,0,67,850,0.149411764705882,0.117647058823529,0.0388235294117647,0.237647058823529,0.0776470588235294,0.210588235294118,0.0894117647058824,0.0788235294117647
"0801905096",2019,43.3,17,20.8,2.28,37.6,1139,84.8,31.5,2.7,19466,44678,28444,24850,25273,58008,2,2019,11,9,807,807,0,0,323,514,7,1,81,84,34,124,0,123,0,74,0,0,45,565,0.143362831858407,0.148672566371681,0.0601769911504425,0.219469026548673,0,0.217699115044248,0.130973451327434,0.079646017699115
"0801905097",2019,41.8,19.6,19.9,2.44,30.4,1652,83.1,36.1,3,23163,57234,35485,29050,31571,78010,2,2019,11,9,1108,1108,0,0,466,704,10,3,166,77,38,196,41,178,0,96,0,0,51,843,0.196915776986951,0.0913404507710558,0.0450771055753262,0.232502965599051,0.0486358244365362,0.211150652431791,0.113879003558719,0.0604982206405694
"0801905098",2019,44.3,14.6,22.6,2.39,34.5,1583,80.1,35.1,3,19787,47681,29555,26950,25560,61594,2,2019,11,9,1084,1084,0,0,431,670,4,5,112,60,32,205,39,170,0,115,0,0,58,791,0.141592920353982,0.0758533501896334,0.0404551201011378,0.259165613147914,0.0493046776232617,0.214917825537295,0.145385587863464,0.0733249051833123
"0801906001",2019,41.8,16.8,17.6,2.35,35.3,1101,76.8,36,3.2,17326,41154,25857,22750,22202,52735,2,2019,11,9,762,762,0,0,298,444,3,0,83,48,25,121,37,116,0,83,0,0,42,555,0.14954954954955,0.0864864864864865,0.045045045045045,0.218018018018018,0.0666666666666667,0.209009009009009,0.14954954954955,0.0756756756756757
"0801906002",2019,45,14.4,24.3,2.15,41.1,1470,79.8,34.2,3.2,17861,38923,25257,22050,22564,49173,2,2019,11,9,1027,1027,0,0,432,655,3,2,129,57,38,185,39,123,0,137,0,0,79,787,0.163913595933926,0.0724269377382465,0.048284625158831,0.235069885641677,0.0495552731893266,0.156289707750953,0.174078780177891,0.100381194409149
"0801906003",2019,43.3,15,20.9,2.29,33.6,2285,79.7,31.1,2.6,16453,38267,24223,22050,20726,48203,2,2019,11,9,1591,1591,0,0,636,939,7,3,177,103,63,260,49,150,0,215,0,0,116,1133,0.156222418358341,0.0909090909090909,0.0556045895851721,0.229479258605472,0.0432480141218005,0.132391879964696,0.189761694616064,0.102383053839365
"0801906004",2019,44.6,14,22.4,2.35,33.4,1416,83.8,33.8,2.9,17987,43414,27257,23450,23111,55784,2,2019,11,9,1036,1036,0,0,389,628,1,2,147,51,26,155,35,123,0,122,0,0,95,754,0.194960212201592,0.0676392572944297,0.0344827586206897,0.205570291777188,0.0464190981432361,0.163129973474801,0.161803713527851,0.125994694960212
"0801906006",2019,44.1,17.6,21.9,2.45,32.2,1049,89.2,33.8,3,22964,56779,35039,31150,30551,75540,2,2019,11,9,772,772,0,0,339,487,6,2,93,59,20,116,27,150,0,65,0,0,61,591,0.157360406091371,0.0998307952622673,0.0338409475465313,0.196277495769882,0.0456852791878173,0.253807106598985,0.109983079526227,0.10321489001692
"0801906007",2019,42.2,17.8,18,2.4,31.5,1962,86.7,33.8,3,19814,48191,29867,26250,25829,62820,2,2019,11,9,1419,1419,0,0,544,865,5,3,164,89,59,253,53,205,0,137,0,0,82,1042,0.157389635316699,0.0854126679462572,0.0566218809980806,0.242802303262956,0.0508637236084453,0.196737044145873,0.13147792706334,0.0786948176583493
"0801906008",2019,44.5,16.2,22.5,2.29,35.8,1980,82.7,34.1,3.1,17849,41387,25914,22750,22815,52902,2,2019,11,9,1408,1408,0,0,598,890,14,8,138,85,61,261,66,185,0,138,0,0,66,1000,0.138,0.085,0.061,0.261,0.066,0.185,0.138,0.066
"0801906009",2019,43.6,20.1,22,2.59,28.7,1282,87,36.9,3.2,22915,60473,35571,27650,31325,82668,2,2019,11,9,903,903,0,0,382,583,3,4,114,59,41,162,23,142,0,84,0,0,42,667,0.170914542728636,0.088455772113943,0.0614692653673163,0.24287856071964,0.0344827586206897,0.212893553223388,0.125937031484258,0.0629685157421289
"0801906010",2019,46.4,15.4,27.1,2.52,24.9,1049,84.7,32.5,2.7,20496,51788,30377,26250,26491,66934,2,2019,11,9,778,778,0,0,329,521,6,1,132,50,37,128,41,105,0,90,0,0,37,620,0.212903225806452,0.0806451612903226,0.0596774193548387,0.206451612903226,0.0661290322580645,0.169354838709677,0.145161290322581,0.0596774193548387
"0801906011",2019,46.8,15.9,26.1,2.48,29.7,1286,90.2,34.9,3.1,19852,49610,29720,24150,25461,63628,2,2019,11,9,995,995,0,0,383,593,3,3,131,52,29,164,29,131,0,97,0,0,84,717,0.182705718270572,0.0725244072524407,0.0404463040446304,0.228730822873082,0.0404463040446304,0.182705718270572,0.135285913528591,0.117154811715481
"0801906012",2019,46.5,15.7,28.1,2.5,29.5,1137,83.7,33.9,2.6,21317,53725,32653,27650,29074,73274,2,2019,11,9,826,826,0,0,342,514,8,3,79,47,21,172,15,140,0,81,0,0,63,618,0.127831715210356,0.0760517799352751,0.0339805825242718,0.27831715210356,0.0242718446601942,0.226537216828479,0.131067961165049,0.101941747572816
"0801906013",2019,43.7,14,19.7,2.34,33.8,1772,79.7,35.3,2.9,17531,41427,25909,21350,23120,54637,2,2019,11,9,1255,1255,0,0,548,782,5,2,134,65,47,215,46,131,0,160,0,0,118,916,0.146288209606987,0.0709606986899563,0.0513100436681223,0.23471615720524,0.0502183406113537,0.143013100436681,0.174672489082969,0.12882096069869
"0801906014",2019,46.3,14.2,26.8,2.43,28.3,1424,84.4,34.4,2.7,17005,41415,24796,20650,21009,51168,2,2019,11,9,1052,1052,0,0,401,596,0,5,144,72,39,170,30,99,0,105,0,0,59,718,0.200557103064067,0.100278551532033,0.0543175487465181,0.236768802228412,0.0417827298050139,0.137883008356546,0.146239554317549,0.0821727019498607
"0801906015",2019,43.2,15.5,19.1,2.34,33.2,1417,81.7,33.5,2.9,14635,34532,21388,18900,18101,42708,2,2019,11,9,1011,1011,0,0,510,515,7,6,135,42,31,163,40,62,0,127,0,0,53,653,0.206738131699847,0.0643185298621746,0.0474732006125574,0.249617151607963,0.0612557427258806,0.0949464012251149,0.194486983154671,0.0811638591117917
"0801906016",2019,42.6,15.2,17.3,2.26,36.3,1547,80.2,32,3.1,14643,33761,21093,17850,17801,41042,2,2019,11,9,1090,1090,0,0,238,470,1,5,166,50,33,180,41,77,0,129,0,0,56,732,0.226775956284153,0.0683060109289618,0.0450819672131148,0.245901639344262,0.0560109289617486,0.105191256830601,0.176229508196721,0.0765027322404372
"0801906017",2019,44,17,21.2,2.38,32.9,1374,84.3,33.2,3.3,14486,34538,21421,18550,17904,42686,2,2019,11,9,980,980,0,0,363,578,1,2,140,52,41,180,29,70,0,115,0,0,58,685,0.204379562043796,0.0759124087591241,0.0598540145985401,0.262773722627737,0.0423357664233577,0.102189781021898,0.167883211678832,0.0846715328467153
"0801906018",2019,43.6,13.1,20,2.23,35.6,1303,77.2,32.5,2.8,16819,38081,24233,20650,20964,47465,2,2019,11,9,878,878,0,0,310,501,5,2,120,32,29,144,22,75,0,114,0,0,78,614,0.195439739413681,0.0521172638436482,0.0472312703583062,0.234527687296417,0.0358306188925081,0.12214983713355,0.185667752442997,0.127035830618893
"0801906019",2019,42.7,14.6,19.2,2.33,34.3,1464,81.5,33.6,2.7,16939,39763,24755,21350,21261,49910,2,2019,11,9,1073,1073,0,0,405,653,2,7,113,37,35,196,30,121,0,132,0,0,93,757,0.149273447820343,0.0488771466314399,0.0462351387054161,0.25891677675033,0.0396301188903567,0.159841479524439,0.174372523117569,0.122853368560106
"0801906020",2019,45.4,13.6,24.1,2.17,38.8,1136,80.3,34.4,2.9,17641,38728,25579,22050,22319,48997,2,2019,11,9,822,822,0,0,336,477,5,4,87,42,23,122,30,108,0,110,0,0,70,592,0.146959459459459,0.0709459459459459,0.0388513513513514,0.206081081081081,0.0506756756756757,0.182432432432432,0.185810810810811,0.118243243243243
"0801906021",2019,45.9,13.9,25.7,2.38,33.2,1271,85,34.3,2.9,19807,47575,29276,24850,25796,61959,2,2019,11,9,960,960,0,0,421,642,6,5,105,72,39,176,36,134,0,100,0,0,65,727,0.144429160935351,0.0990371389270977,0.0536451169188446,0.242090784044017,0.0495185694635488,0.184319119669876,0.137551581843191,0.0894085281980743
"0801906022",2019,44.7,15.2,23.9,2.35,33.5,1111,77.1,34.9,3,18434,44091,27616,23450,23742,56785,2,2019,11,9,932,932,0,0,326,583,1,2,86,74,22,134,31,96,0,106,0,0,69,618,0.13915857605178,0.119741100323625,0.0355987055016181,0.216828478964401,0.0501618122977346,0.155339805825243,0.171521035598705,0.111650485436893
"0801906023",2019,47.2,15,30.8,2.53,25.7,1270,93.9,29.3,2.5,24489,62178,36927,33250,32082,81459,2,2019,11,9,1072,1072,0,0,458,712,5,4,126,64,48,230,25,181,0,96,0,0,71,841,0.149821640903686,0.0760998810939358,0.0570749108204518,0.273483947681332,0.0297265160523187,0.215219976218787,0.114149821640904,0.084423305588585
"0801906024",2019,45.6,16.3,25.8,2.33,31.9,1716,84.5,30.6,2.5,18171,42681,26537,24150,23019,54069,2,2019,11,9,1240,1240,0,0,499,770,5,8,154,66,42,226,33,183,0,132,0,0,90,926,0.166306695464363,0.0712742980561555,0.0453563714902808,0.244060475161987,0.0356371490280778,0.197624190064795,0.142548596112311,0.0971922246220302
"0801906025",2019,46.6,15.3,27.8,2.36,33.5,1409,90.6,29.9,2.5,19772,47118,29447,26250,25211,60078,2,2019,11,9,1104,1104,0,0,451,696,6,5,101,53,33,253,24,191,0,97,0,0,73,825,0.122424242424242,0.0642424242424242,0.04,0.306666666666667,0.0290909090909091,0.231515151515152,0.117575757575758,0.0884848484848485
"0801906026",2019,45.3,13.3,24.5,2.12,39.7,958,84.3,34.1,3,18993,40538,27397,24150,24137,51517,2,2019,11,9,769,769,0,0,304,460,2,1,66,57,15,149,20,92,0,57,0,0,60,516,0.127906976744186,0.11046511627907,0.0290697674418605,0.288759689922481,0.0387596899224806,0.178294573643411,0.11046511627907,0.116279069767442
"0801906027",2019,44.9,16,24.4,2.31,35.1,1207,85.6,33.7,2.6,19685,46528,29461,25550,25879,61168,2,2019,11,9,881,881,0,0,380,571,1,4,72,60,37,159,30,153,0,74,0,0,62,647,0.1112828438949,0.0927357032457496,0.0571870170015456,0.245749613601236,0.0463678516228748,0.236476043276662,0.114374034003091,0.0958268933539413
"0801906028",2019,43.2,14,19.7,2.23,36.4,1333,79.9,35.4,3.1,16853,37976,24237,21350,21047,47429,2,2019,11,9,930,930,0,0,384,585,3,0,132,40,30,166,27,125,0,94,0,0,86,700,0.188571428571429,0.0571428571428571,0.0428571428571429,0.237142857142857,0.0385714285714286,0.178571428571429,0.134285714285714,0.122857142857143
"0801906029",2019,45.4,11.9,23.3,2.09,40.9,1216,80.2,31.9,2.7,18242,39109,25979,22750,22972,49250,2,2019,11,9,933,933,0,0,329,568,4,2,105,44,17,168,25,131,0,100,0,0,86,676,0.155325443786982,0.0650887573964497,0.0251479289940828,0.248520710059172,0.0369822485207101,0.193786982248521,0.14792899408284,0.127218934911243
"0801906030",2019,42.9,13.1,18.2,2.16,39.3,1328,77.7,31.4,2.6,16488,36013,23809,21350,20625,45051,2,2019,11,9,915,915,0,0,376,575,9,3,77,33,14,163,10,94,0,150,0,0,115,656,0.117378048780488,0.0503048780487805,0.0213414634146341,0.248475609756098,0.0152439024390244,0.143292682926829,0.228658536585366,0.17530487804878
"0801906031",2019,44.7,10.7,20.2,2.03,43.4,1100,78.6,31.5,2.7,18199,37519,25873,22750,23301,48035,2,2019,11,9,781,781,0,0,339,492,4,1,68,29,17,168,13,97,0,120,0,0,75,587,0.115843270868825,0.0494037478705281,0.0289608177172061,0.286201022146508,0.0221465076660988,0.165247018739353,0.20442930153322,0.127768313458262
"0801906032",2019,43.1,15.2,20.8,2.23,36.2,1149,84.2,29.7,2.6,16542,37750,24191,22050,20694,47224,2,2019,11,9,842,842,0,0,360,548,0,2,89,14,17,167,19,102,0,133,0,0,81,622,0.143086816720257,0.022508038585209,0.0273311897106109,0.268488745980707,0.0305466237942122,0.163987138263666,0.213826366559486,0.130225080385852
"0801906033",2019,44.2,12.2,20.9,2.08,41.5,1299,81.9,33.2,2.9,17746,37139,25215,22750,22139,46334,2,2019,11,9,966,966,0,0,391,612,3,1,96,33,23,188,19,103,0,135,0,0,113,710,0.135211267605634,0.0464788732394366,0.0323943661971831,0.264788732394366,0.0267605633802817,0.145070422535211,0.190140845070423,0.159154929577465
"0801906034",2019,44.5,12.9,21.6,2.13,38.6,1123,80.8,32.6,2.7,17366,38139,25135,22750,21722,47703,2,2019,11,9,894,894,0,0,348,551,3,0,77,57,11,171,8,125,0,106,0,0,95,650,0.118461538461538,0.0876923076923077,0.0169230769230769,0.263076923076923,0.0123076923076923,0.192307692307692,0.163076923076923,0.146153846153846
"0801906035",2019,45.3,12.6,23.3,2.31,33.6,1059,82.2,33.9,2.6,21743,50475,31686,26250,27898,64764,2,2019,11,9,770,770,0,0,351,505,4,1,94,40,17,165,17,117,0,86,0,0,68,604,0.155629139072848,0.0662251655629139,0.0281456953642384,0.27317880794702,0.0281456953642384,0.193708609271523,0.142384105960265,0.112582781456954
"0801906036",2019,45.7,14.7,24.8,2.26,33.1,1338,82,35.1,2.8,17856,40515,29298,24150,26203,59453,2,2019,11,9,1068,1068,0,0,471,682,9,5,98,70,32,190,21,164,0,119,0,0,102,796,0.123115577889447,0.0879396984924623,0.0402010050251256,0.238693467336683,0.0263819095477387,0.206030150753769,0.149497487437186,0.128140703517588
"0801906037",2019,43.8,16.5,22.4,2.37,33.3,1083,80.2,34.9,3.3,18373,44219,27191,24150,23403,56325,2,2019,11,9,751,751,0,0,314,472,3,3,80,36,21,109,22,122,0,98,0,0,63,551,0.14519056261343,0.0653357531760436,0.0381125226860254,0.197822141560799,0.0399274047186933,0.221415607985481,0.177858439201452,0.114337568058076
"0801906038",2019,42.7,14.5,19.2,2.16,40.1,1440,81.1,31.1,2.4,17384,38287,25671,22750,22450,49446,2,2019,11,9,1042,1042,0,0,413,664,3,3,106,53,27,180,29,144,0,129,0,0,104,772,0.137305699481865,0.0686528497409326,0.0349740932642487,0.233160621761658,0.0375647668393782,0.186528497409326,0.167098445595855,0.134715025906736
"0801906039",2019,41.7,12.1,15.8,2.08,41.4,1584,72.7,33.9,3,16520,34812,23665,21350,20868,43975,2,2019,11,9,1010,1010,0,0,374,618,2,5,84,33,22,193,15,110,0,141,0,0,118,716,0.11731843575419,0.0460893854748603,0.0307262569832402,0.269553072625698,0.0209497206703911,0.153631284916201,0.196927374301676,0.164804469273743
"0801906040",2019,43.7,13.4,21,2.29,35,1571,77.1,33.8,3,19103,45143,27740,24150,24400,57660,2,2019,11,9,1133,1133,0,0,484,699,6,7,114,79,35,185,26,161,0,123,0,0,93,816,0.139705882352941,0.0968137254901961,0.0428921568627451,0.22671568627451,0.0318627450980392,0.197303921568627,0.150735294117647,0.113970588235294
"0801906041",2019,42.4,16.1,19.4,2.3,36.8,1729,78.9,35.6,3.2,19926,46277,29496,26250,25943,60250,2,2019,11,9,1187,1187,0,0,482,729,0,2,119,53,23,201,26,201,0,163,0,0,106,892,0.133408071748879,0.0594170403587444,0.0257847533632287,0.225336322869955,0.0291479820627803,0.225336322869955,0.182735426008969,0.118834080717489
"0801906042",2019,41.4,17.5,17.7,2.23,37.7,1711,78.4,36.5,3,21337,48766,31700,25550,28555,65263,2,2019,11,9,1118,1118,0,0,440,699,3,0,124,44,36,185,23,158,0,148,0,0,120,838,0.147971360381862,0.0525059665871122,0.0429594272076372,0.220763723150358,0.0274463007159905,0.18854415274463,0.176610978520286,0.143198090692124
"0801906043",2019,41.6,15.7,18.3,2.21,40.5,1239,71.3,38.7,3.1,20526,45990,31156,25550,28829,64593,2,2019,11,9,766,766,0,0,292,480,1,6,96,34,25,144,15,122,0,86,0,0,57,579,0.16580310880829,0.0587219343696028,0.0431778929188256,0.248704663212435,0.0259067357512953,0.210708117443869,0.14853195164076,0.0984455958549223
"0801906044",2019,43,14.8,19.2,2.16,39.1,1471,71.7,38,3.1,23238,51291,34326,26950,31497,69518,2,2019,11,9,995,995,0,0,327,556,5,2,116,70,22,140,38,157,0,103,0,0,60,706,0.164305949008499,0.0991501416430595,0.0311614730878187,0.198300283286119,0.0538243626062323,0.222379603399433,0.145892351274788,0.084985835694051
"0801906045",2019,40.9,13.6,15.1,2.07,42.5,1278,70,35.6,3.4,18146,37990,26496,22750,23743,49709,2,2019,11,9,794,794,0,0,258,467,4,2,103,46,22,133,32,78,0,98,0,0,62,574,0.179442508710801,0.0801393728222996,0.0383275261324042,0.231707317073171,0.0557491289198606,0.13588850174216,0.170731707317073,0.10801393728223
"0801906046",2019,41.6,13.4,16.8,2.22,38,1152,73.6,35.5,3.4,16676,37322,23652,19950,21025,47056,2,2019,11,9,747,747,0,0,290,438,2,2,54,28,11,152,19,74,0,108,0,0,75,521,0.103646833013436,0.053742802303263,0.0211132437619962,0.291746641074856,0.036468330134357,0.142034548944338,0.207293666026871,0.143953934740883
"0801906047",2019,41.7,12.2,15.1,2.03,44.2,1249,70.7,35.6,3.1,15571,32029,22168,19950,19761,40647,2,2019,11,9,790,790,0,0,274,453,5,0,71,24,13,119,4,86,0,125,0,0,91,533,0.133208255159475,0.0450281425891182,0.024390243902439,0.223264540337711,0.0075046904315197,0.161350844277674,0.234521575984991,0.170731707317073
"0801906048",2019,40.8,13.4,15.6,2.16,40.2,1365,68.5,36,3.4,16426,36314,23435,19950,21035,46502,2,2019,11,9,855,855,0,0,313,468,2,1,98,34,19,165,8,66,0,131,0,0,74,595,0.164705882352941,0.0571428571428571,0.0319327731092437,0.277310924369748,0.0134453781512605,0.110924369747899,0.220168067226891,0.12436974789916
"0801906049",2019,41.9,14.4,17.9,2.25,36.6,1178,73.9,32.6,2.8,17486,39662,25166,22050,22109,50148,2,2019,11,9,755,755,0,0,326,471,4,2,81,29,28,134,17,89,0,100,0,0,77,555,0.145945945945946,0.0522522522522523,0.0504504504504504,0.241441441441441,0.0306306306306306,0.16036036036036,0.18018018018018,0.138738738738739
"0801906050",2019,41.7,12.6,16.1,2.15,37.8,1307,71.2,33.7,3.1,15651,33999,22185,19250,19636,42657,2,2019,11,9,812,812,0,0,326,476,4,4,64,17,19,126,11,84,0,130,0,0,108,559,0.114490161001789,0.0304114490161002,0.0339892665474061,0.225402504472272,0.0196779964221825,0.150268336314848,0.232558139534884,0.193202146690519
"0801906051",2019,41.3,14.9,16.5,2.15,41.2,1199,73.9,36.2,3,17477,38239,25393,22050,22242,48665,2,2019,11,9,799,799,0,0,349,517,5,0,79,42,17,124,12,108,0,141,0,0,80,603,0.131011608623549,0.0696517412935323,0.0281923714759536,0.205638474295191,0.0199004975124378,0.17910447761194,0.233830845771144,0.132669983416252
"0801906052",2019,43,12.2,19.3,2.08,39.7,1497,75.6,32.4,2.9,16716,35187,23402,21350,21075,44361,2,2019,11,9,1005,1005,0,0,432,657,1,0,80,29,23,191,8,137,0,182,0,0,121,771,0.103761348897536,0.0376134889753567,0.0298313878080415,0.247730220492866,0.0103761348897536,0.17769130998703,0.236057068741894,0.156939040207523
"0801906053",2019,42.8,14.6,18.7,2.2,38,1479,75.8,33.3,2.7,17414,39006,25223,22050,22251,49840,2,2019,11,9,983,983,0,0,384,598,2,4,89,22,26,184,16,94,0,166,0,0,103,700,0.127142857142857,0.0314285714285714,0.0371428571428571,0.262857142857143,0.0228571428571429,0.134285714285714,0.237142857142857,0.147142857142857
"0801906054",2019,41.2,15.6,15.7,2.18,38.1,1601,73.5,33.2,3,16716,37075,24856,21350,21049,46687,2,2019,11,9,1023,1023,0,0,408,657,4,3,81,24,21,211,15,122,0,168,0,0,121,763,0.106159895150721,0.0314547837483617,0.0275229357798165,0.27653997378768,0.0196592398427261,0.159895150720839,0.220183486238532,0.158584534731324
"0801906055",2019,42.1,14.3,16,2.21,36.5,1365,77.7,34.1,3,17504,39157,25471,22050,22142,49534,2,2019,11,9,1023,1023,0,0,430,629,0,1,98,31,18,178,14,102,0,151,0,0,94,686,0.142857142857143,0.0451895043731778,0.0262390670553936,0.259475218658892,0.0204081632653061,0.14868804664723,0.220116618075802,0.137026239067055
"0801906056",2019,40.9,12.6,13.6,2,42.3,1555,73.9,33.7,3.1,15542,31460,22072,19950,19501,39473,2,2019,11,9,991,991,0,0,377,587,6,3,86,23,19,152,17,101,0,170,0,0,119,687,0.125181950509461,0.0334788937409025,0.0276564774381368,0.221251819505095,0.024745269286754,0.147016011644833,0.24745269286754,0.173216885007278
"0801906057",2019,43.6,11.1,18.5,1.94,46.2,1490,75.1,35.4,2.9,16780,33059,23380,19950,21250,41865,2,2019,11,9,1005,1005,0,0,346,576,2,1,108,31,30,156,13,108,0,154,0,0,98,698,0.154727793696275,0.0444126074498567,0.0429799426934097,0.223495702005731,0.0186246418338109,0.154727793696275,0.220630372492837,0.140401146131805
"0801906058",2019,42.8,10.6,17.4,2.01,43.4,1660,73.1,35.5,3.1,18127,37052,25288,20650,23083,47184,2,2019,11,9,1126,1126,0,0,431,667,3,4,110,49,37,211,19,110,0,143,0,0,108,787,0.139771283354511,0.0622617534942821,0.0470139771283355,0.268106734434562,0.0241423125794155,0.139771283354511,0.181702668360864,0.13722998729352
"0801906059",2019,44.5,13,21.2,2.03,44.6,1514,80.3,33.3,2.7,17333,35954,24293,21350,21821,45263,2,2019,11,9,1086,1086,0,0,329,607,4,3,122,44,23,187,13,118,0,138,0,0,116,761,0.160315374507227,0.0578186596583443,0.0302233902759527,0.245729303547963,0.0170827858081472,0.155059132720105,0.181340341655716,0.152431011826544
"0801906060",2019,42.9,12.7,18,2.19,38,1768,76.7,31.3,2.7,16709,37185,24206,21350,21208,47199,2,2019,11,9,1210,1210,0,0,551,771,7,1,115,39,27,245,26,132,0,188,0,0,157,929,0.123789020452099,0.0419806243272336,0.0290635091496232,0.263724434876211,0.0279870828848224,0.142088266953714,0.202368137782562,0.168998923573735
"0801906061",2019,44.5,11.9,20.9,2.15,40.6,1295,80.2,31.8,2.7,17219,37372,24321,21350,21612,46906,2,2019,11,9,927,927,0,0,433,591,4,3,91,28,12,225,15,94,0,126,0,0,99,690,0.131884057971014,0.0405797101449275,0.0173913043478261,0.326086956521739,0.0217391304347826,0.136231884057971,0.182608695652174,0.143478260869565
"0801906062",2019,45,13.2,22.7,2.17,39.4,1216,79.3,30.1,2.5,16590,36149,23586,21350,20785,45291,2,2019,11,9,857,857,0,0,395,581,3,2,80,44,23,188,12,102,0,119,0,0,87,655,0.122137404580153,0.067175572519084,0.0351145038167939,0.287022900763359,0.0183206106870229,0.155725190839695,0.181679389312977,0.132824427480916
"0801906063",2019,42.8,14.5,17.8,2.18,38.3,1502,76.6,32.1,3.1,16098,35391,23193,21350,20161,44324,2,2019,11,9,1014,1014,0,0,405,639,4,2,115,32,32,178,17,122,0,167,0,0,95,758,0.151715039577836,0.0422163588390501,0.0422163588390501,0.234828496042216,0.0224274406332454,0.160949868073879,0.220316622691293,0.12532981530343
"0801906064",2019,45,14.2,23.2,2.29,32.1,1877,83.2,33.5,2.7,18481,42723,27088,24150,23563,54470,2,2019,11,9,1365,1365,0,0,631,927,8,2,182,61,41,259,41,181,0,182,0,0,116,1063,0.171213546566322,0.0573847601128881,0.0385700846660395,0.243650047036689,0.0385700846660395,0.170272812793979,0.171213546566322,0.109125117591722
"0801906065",2019,45.4,15.5,24.5,2.36,30.3,1193,85.4,30.4,2.6,21225,50596,30475,26250,27012,64393,2,2019,11,9,850,850,0,0,413,579,3,3,112,44,25,168,28,125,0,101,0,0,72,675,0.165925925925926,0.0651851851851852,0.037037037037037,0.248888888888889,0.0414814814814815,0.185185185185185,0.14962962962963,0.106666666666667
"0801906066",2019,45.1,13.8,23.5,2.08,39.1,957,81.5,30.6,2.7,17038,36352,24191,21350,21093,45004,2,2019,11,9,693,693,0,0,308,441,2,0,94,41,16,125,20,80,0,69,0,0,61,506,0.185770750988142,0.0810276679841897,0.0316205533596838,0.24703557312253,0.0395256916996047,0.158102766798419,0.136363636363636,0.120553359683794
"0801906067",2019,43.8,12.6,18.9,2.13,41.4,1760,77.2,34.6,2.9,18281,39252,26011,22050,23182,49776,2,2019,11,9,1222,1222,0,0,504,752,4,8,160,45,40,255,31,141,0,161,0,0,81,914,0.175054704595186,0.0492341356673961,0.0437636761487965,0.278993435448578,0.0339168490153173,0.154266958424508,0.176148796498906,0.0886214442013129
"0801906068",2019,43.3,15.1,19.6,2.26,34.6,1554,81.1,34.6,2.9,20631,46878,30254,24850,27062,61490,2,2019,11,9,1098,1098,0,0,436,686,5,5,102,45,26,201,29,152,0,142,0,0,102,799,0.127659574468085,0.0563204005006258,0.032540675844806,0.251564455569462,0.0362953692115144,0.190237797246558,0.177722152690864,0.127659574468085
"0801906069",2019,45,13.5,22.1,2.22,40,1055,81.8,32.5,2.7,19239,43009,28047,24850,24703,55225,2,2019,11,9,759,759,0,0,317,451,2,0,80,31,26,134,20,95,0,103,0,0,71,560,0.142857142857143,0.0553571428571429,0.0464285714285714,0.239285714285714,0.0357142857142857,0.169642857142857,0.183928571428571,0.126785714285714
"0801906070",2019,44.4,13.7,21.9,2.22,38,1872,78.1,33.1,3,17351,38871,24846,22050,21936,49142,2,2019,11,9,1285,1285,0,0,555,796,9,3,143,78,37,239,25,152,0,165,0,0,96,935,0.152941176470588,0.0834224598930481,0.039572192513369,0.255614973262032,0.0267379679144385,0.162566844919786,0.176470588235294,0.102673796791444
